model,layer,source,target,target_class,control,gain,vector_class,prompt,generated,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,2,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,target,0.75,question,"Input: The spirit created the artifact.
Output:","The spirit created the artifact.
The spirit created the artifact?
The spirit created the artifact?
The spirit created the artifact?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,131.0
gpt2,2,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,wrong_class,0.75,tense_shift,"Input: The spirit created the artifact.
Output:","The spirit created the artifact.
The spirit created the artifact.
The spirit created the artifact.
The spirit created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,2,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,random_norm,0.75,random_norm,"Input: The spirit created the artifact.
Output:","The spirit created the artifact.

Description: The spirit created the artifact.

Description: The spirit created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,2,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,negative_target,0.75,question,"Input: The spirit created the artifact.
Output:","The spirit created the artifact.

The spirit created the artifact.

The spirit created the artifact.

The spirit created the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,2,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,target,1.0,question,"Input: The spirit created the artifact.
Output:","The spirit created the artifact.

The spirit created the artifact?

The spirit created the artifact?

The spirit created the",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,124.0
gpt2,2,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,wrong_class,1.0,tense_shift,"Input: The spirit created the artifact.
Output:","The spirit created the artifact.
The spirit created the artifact.
The spirit created the artifact.
The spirit created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,2,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,random_norm,1.0,random_norm,"Input: The spirit created the artifact.
Output:","The spirit created the artifact.

Description: The spirit created the artifact.

Description: The spirit created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,2,The spirit created the artifact.,I wonder whether the spirit created the artifact.,question,negative_target,1.0,question,"Input: The spirit created the artifact.
Output:","The spirit created the artifact.

The spirit created the artifact.

The spirit created the artifact.

The spirit created the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,none,0.0,,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,target,0.25,question,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,wrong_class,0.25,negation,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,random_norm,0.25,random_norm,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,negative_target,0.25,question,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,target,0.5,question,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,wrong_class,0.5,negation,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,random_norm,0.5,random_norm,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,negative_target,0.5,question,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,target,0.75,question,"Input: The dragon signed the treaty.
Output:","The treaty was signed.
The dragon signed the treaty.
The treaty was signed?
The dragon signed the treaty?
The treaty",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,116.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,wrong_class,0.75,negation,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,random_norm,0.75,random_norm,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,negative_target,0.75,question,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,target,1.0,question,"Input: The dragon signed the treaty.
Output:","The treaty was signed.
The dragon signed the treaty.
The dragon signed the treaty?
The treaty?
The dragon signed the",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,116.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,wrong_class,1.0,negation,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,random_norm,1.0,random_norm,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,negative_target,1.0,question,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,none,0.0,,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,target,0.25,question,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,wrong_class,0.25,tense_shift,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,random_norm,0.25,random_norm,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,negative_target,0.25,question,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,target,0.5,question,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
Output: The phoenix opened the portal.
Output: The phoenix opened the portal.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,wrong_class,0.5,tense_shift,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,random_norm,0.5,random_norm,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,negative_target,0.5,question,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,target,0.75,question,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
Output: The phoenix opened the portal?
Output: The phoenix opened the portal?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,108.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,wrong_class,0.75,tense_shift,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,random_norm,0.75,random_norm,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
Output: The phoenix opened the portal.
Output: The phoenix opened the portal.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,negative_target,0.75,question,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,target,1.0,question,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal?
The phoenix opened the portal?
The phoenix opened",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,wrong_class,1.0,tense_shift,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,random_norm,1.0,random_norm,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.

The phoenix opened the portal.

The ph",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
gpt2,2,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,negative_target,1.0,question,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.

The phoenix opened the portal.

The phoenix opened the portal.

The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
gpt2,2,The oracle found the island.,I wonder whether the oracle found the island.,question,none,0.0,,"Input: The oracle found the island.
Output:","The oracle found the island.
Output: The oracle found the island.
Output: The oracle found the island.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
