model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,fixed_setting_source,vector_class,prompt,generated,generated_chars,target_marker_hit,content_preserved,target_and_preserved,target_step0_prob,target_step0_rank,target_best_prob,target_best_rank,target_top1_any,target_top5_any
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",repeat_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
After the rehearsal, Sofia checked the metronome settings.
Repeated:","""I'm not going to go to the metronome.""
Sofia: ""I'm not going to",64.0,0.0,0.0,0.0,4.204449578537606e-05,1635.0,0.0099639268592,15.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",repeat_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
After the rehearsal, Sofia checked the metronome settings.
Repeated:","""I'm not sure if I'm going to be able to do this.""
""I'm not sure if I",69.0,0.0,0.0,0.0,8.676187462697271e-06,4653.0,0.0002764062664937228,87.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",copy_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
After the rehearsal, Sofia checked the metronome settings.
Copy:","The metronome settings were set to ""Normal"" and ""Normal"" for the first time.
The met",84.0,0.0,0.0,0.0,9.635258902562782e-05,948.0,0.0019153680186718702,30.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",copy_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
After the rehearsal, Sofia checked the metronome settings.
Copy:","The metronome settings were set to ""Normal"" and ""Normal"" to ""Normal""
The metron",79.0,0.0,0.0,0.0,0.00013113375462125987,747.0,0.016503741964697838,9.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",copy_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
After the rehearsal, Sofia checked the metronome settings.
Copy:","The metronome settings were set to ""yes"" or ""no""
The metronome settings were set",80.0,0.0,0.0,0.0,7.527251000283286e-05,1002.0,0.0015100374585017562,67.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",copy_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
After the rehearsal, Sofia checked the metronome settings.
Copy:","The metronome settings were set to ""0"" and ""1"" for the first time.
Copy:",72.0,0.0,0.0,0.0,0.00011895327043021098,779.0,0.001231555943377316,32.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",copy_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
After the rehearsal, Sofia checked the metronome settings.
Copy:","""I'm not sure if you're aware of this, but I'm not sure if you're aware of this.""",81.0,0.0,0.0,0.0,6.412019865820184e-05,1363.0,0.00017923595441970974,100.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",same_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
After the rehearsal, Sofia checked the metronome settings.
Same:","After the rehearsal, Sofia checked the metronome settings.
Same:
After the rehearsal, Sofia",91.0,0.0,1.0,0.0,2.1585323338513263e-05,3196.0,0.00022289116168394685,38.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",same_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
After the rehearsal, Sofia checked the metronome settings.
Same:","After the rehearsal, Sofia checked the metronome settings.
After the rehearsal, Sofia checked the met",101.0,0.0,1.0,0.0,4.146403443883173e-05,1629.0,0.10707962512969971,2.0,0.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",same_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
After the rehearsal, Sofia checked the metronome settings.
Same:","After the rehearsal, Sofia checked the metronome settings.
After the rehearsal?
After the rehearsal?",100.0,0.0,1.0,0.0,5.0653274229262024e-05,1073.0,0.003634103573858738,8.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",same_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
After the rehearsal, Sofia checked the metronome settings.
Same:","After the rehearsal, Sofia checked the metronome settings.
After the rehearsal, Sofia checked the met",101.0,0.0,1.0,0.0,4.611587792169303e-05,1684.0,0.00021031290816608816,24.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",same_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
After the rehearsal, Sofia checked the metronome settings.
Same:","She was wearing a black dress with a black skirt and a black tie.
Same:
She was wearing a",89.0,0.0,0.0,0.0,1.2825181329390034e-05,5499.0,8.355529280379415e-05,238.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,repeat_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Repeated:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped",137.0,0.0,1.0,0.0,1.1709081263688859e-05,3750.0,0.00040737437666393816,33.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,repeat_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Repeated:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon!
The warehouse shipped",137.0,1.0,1.0,1.0,3.8810379919596016e-05,1532.0,0.8517539501190186,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,repeat_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Repeated:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon?
The warehouse",129.0,0.0,1.0,0.0,1.731860902509652e-05,2485.0,0.0035124709829688072,9.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,repeat_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Repeated:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon.

The warehouse",130.0,0.0,1.0,0.0,1.780076854629442e-05,2992.0,0.00021891616052016616,28.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,repeat_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Repeated:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped",137.0,0.0,1.0,0.0,7.5007419582107104e-06,6071.0,0.00017395378381479532,74.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,copy_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Copy:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped",137.0,0.0,1.0,0.0,2.814102845150046e-05,2766.0,0.0009327043080702424,15.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,copy_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Copy:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon!
The warehouse shipped",137.0,1.0,1.0,1.0,4.984934639651328e-05,1640.0,0.8632179498672485,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,copy_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Copy:","The warehouse shipped 31 replacement batteries to Lisbon.

The warehouse shipped 31 replacement batteries to Lisbon?",116.0,0.0,1.0,0.0,2.4445029339403845e-05,2772.0,0.00934783834964037,5.0,0.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,copy_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Copy:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped",137.0,0.0,1.0,0.0,1.8614253349369392e-05,4210.0,0.0021417115349322557,11.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,copy_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Copy:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31",140.0,0.0,1.0,0.0,1.2891305232187733e-05,5693.0,0.0006485181511379778,29.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,same_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Same:","The warehouse shipped 31 replacement batteries to Lisbon.
Same:
The warehouse shipped 31 replacement batteries to Lisbon.",121.0,0.0,1.0,0.0,1.4305177501228172e-05,3737.0,0.00011601988080656156,26.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,same_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Same:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon!
The warehouse shipped",137.0,1.0,1.0,1.0,3.9746380934957415e-05,1745.0,0.902167797088623,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,same_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Same:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon?
The warehouse shipped",137.0,0.0,1.0,0.0,2.2708874894306064e-05,2044.0,0.0036811446771025658,8.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,same_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Same:","The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped 31 replacement batteries to Lisbon.
The warehouse shipped",137.0,0.0,1.0,0.0,3.7703772250097245e-05,1643.0,0.00041680969297885895,27.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,36,The warehouse shipped 31 replacement batteries to Lisbon.,same_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
The warehouse shipped 31 replacement batteries to Lisbon.
Same:","The warehouse shipped 31 replacement batteries to Lisbon.
Same:
The warehouse shipped 31 replacement batteries to Lisbon.",121.0,0.0,1.0,0.0,1.2102086657250766e-05,5400.0,0.00011890234600286931,72.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,37,"When the freezer door opened, the sample tags stayed readable.",repeat_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
When the freezer door opened, the sample tags stayed readable.
Repeated:","The freezer door opened, the sample tags stayed readable.
The freezer door closed, the sample tags stayed readable.",115.0,0.0,1.0,0.0,2.161616794182919e-05,1900.0,0.0007225355366244912,18.0,0.0,0.0
