model,base_id,class,variant_id,source,target,delta_norm
roberta-base,53,formalization,4,The designer discovered the experiment.,The fact is that the designer discovered the experiment.,2.0872600078582764
roberta-base,54,negation,0,The manager found the interface.,The manager did not find the interface.,1.3546643257141113
roberta-base,54,negation,1,The manager found the interface.,The manager never found the interface.,1.3440402746200562
roberta-base,54,negation,2,The manager found the interface.,The manager failed to find the interface.,1.5593745708465576
roberta-base,54,negation,3,The manager found the interface.,The manager was unable to find the interface.,2.0187013149261475
roberta-base,54,negation,4,The manager found the interface.,The manager could not find the interface.,1.496644139289856
roberta-base,54,question,0,The manager found the interface.,Did the manager find the interface?,1.726925015449524
roberta-base,54,question,1,The manager found the interface.,Was it true that the manager found the interface?,2.3724117279052734
roberta-base,54,question,2,The manager found the interface.,Could the manager have found the interface?,2.16265869140625
roberta-base,54,question,3,The manager found the interface.,Is there evidence that the manager found the interface?,2.4192116260528564
roberta-base,54,question,4,The manager found the interface.,Can we confirm that the manager found the interface?,2.197075605392456
roberta-base,54,past_to_future,0,The manager found the interface.,The manager will find the interface.,1.1520916223526
roberta-base,54,past_to_future,1,The manager found the interface.,The manager is going to find the interface.,1.8474905490875244
roberta-base,54,past_to_future,2,The manager found the interface.,The manager is expected to find the interface.,1.9162840843200684
roberta-base,54,past_to_future,3,The manager found the interface.,The manager is likely to find the interface.,1.7754433155059814
roberta-base,54,past_to_future,4,The manager found the interface.,The manager plans to find the interface.,1.5655533075332642
roberta-base,54,certainty_to_uncertainty,0,The manager found the interface.,The manager may have found the interface.,1.5611134767532349
roberta-base,54,certainty_to_uncertainty,1,The manager found the interface.,The manager might have found the interface.,1.7628746032714844
roberta-base,54,certainty_to_uncertainty,2,The manager found the interface.,It is possible that the manager found the interface.,2.357926368713379
roberta-base,54,certainty_to_uncertainty,3,The manager found the interface.,There is a chance that the manager found the interface.,2.6443753242492676
roberta-base,54,certainty_to_uncertainty,4,The manager found the interface.,The manager probably found the interface.,1.4680278301239014
roberta-base,54,active_to_passive,0,The manager found the interface.,The interface was found by the manager.,1.6533441543579102
roberta-base,54,active_to_passive,1,The manager found the interface.,The interface had been found by the manager.,1.9098162651062012
roberta-base,54,active_to_passive,2,The manager found the interface.,The interface got found by the manager.,1.7335481643676758
roberta-base,54,active_to_passive,3,The manager found the interface.,The interface was successfully found by the manager.,2.02890682220459
roberta-base,54,active_to_passive,4,The manager found the interface.,The interface was eventually found by the manager.,1.9326380491256714
roberta-base,54,formalization,0,The manager found the interface.,It is true that the manager found the interface.,2.0405330657958984
roberta-base,54,formalization,1,The manager found the interface.,The statement that the manager found the interface is true.,2.194478750228882
roberta-base,54,formalization,2,The manager found the interface.,One can state that the manager found the interface.,1.7468676567077637
roberta-base,54,formalization,3,The manager found the interface.,It can be formally said that the manager found the interface.,2.8292503356933594
roberta-base,54,formalization,4,The manager found the interface.,The fact is that the manager found the interface.,2.160208225250244
roberta-base,55,negation,0,The musician measured the data.,The musician did not measure the data.,1.384250521659851
roberta-base,55,negation,1,The musician measured the data.,The musician never measured the data.,1.3252742290496826
roberta-base,55,negation,2,The musician measured the data.,The musician failed to measure the data.,1.407584547996521
roberta-base,55,negation,3,The musician measured the data.,The musician was unable to measure the data.,2.0376977920532227
roberta-base,55,negation,4,The musician measured the data.,The musician could not measure the data.,1.4443012475967407
roberta-base,55,question,0,The musician measured the data.,Did the musician measure the data?,1.6674436330795288
roberta-base,55,question,1,The musician measured the data.,Was it true that the musician measured the data?,2.1241025924682617
roberta-base,55,question,2,The musician measured the data.,Could the musician have measured the data?,1.9008768796920776
roberta-base,55,question,3,The musician measured the data.,Is there evidence that the musician measured the data?,2.230165958404541
roberta-base,55,question,4,The musician measured the data.,Can we confirm that the musician measured the data?,2.0634219646453857
roberta-base,55,past_to_future,0,The musician measured the data.,The musician will measure the data.,1.3344515562057495
roberta-base,55,past_to_future,1,The musician measured the data.,The musician is going to measure the data.,1.897727608680725
roberta-base,55,past_to_future,2,The musician measured the data.,The musician is expected to measure the data.,1.8768389225006104
roberta-base,55,past_to_future,3,The musician measured the data.,The musician is likely to measure the data.,1.8138021230697632
roberta-base,55,past_to_future,4,The musician measured the data.,The musician plans to measure the data.,1.6125022172927856
roberta-base,55,certainty_to_uncertainty,0,The musician measured the data.,The musician may have measured the data.,1.407192587852478
roberta-base,55,certainty_to_uncertainty,1,The musician measured the data.,The musician might have measured the data.,1.427767276763916
roberta-base,55,certainty_to_uncertainty,2,The musician measured the data.,It is possible that the musician measured the data.,2.415189027786255
roberta-base,55,certainty_to_uncertainty,3,The musician measured the data.,There is a chance that the musician measured the data.,2.483414649963379
roberta-base,55,certainty_to_uncertainty,4,The musician measured the data.,The musician probably measured the data.,1.104892373085022
roberta-base,55,active_to_passive,0,The musician measured the data.,The data was measured by the musician.,1.5192420482635498
roberta-base,55,active_to_passive,1,The musician measured the data.,The data had been measured by the musician.,1.74026358127594
roberta-base,55,active_to_passive,2,The musician measured the data.,The data got measured by the musician.,1.3402745723724365
roberta-base,55,active_to_passive,3,The musician measured the data.,The data was successfully measured by the musician.,1.712188959121704
