model,layer,source_set,source,target,target_class,control,gain,vector_class,prompt,generated,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,2,in_template_test,The spirit guarded the treasure.,I wonder whether the spirit guarded the treasure.,question,negative_target,0.75,question,"Input: The spirit guarded the treasure.
Output:","The spirit guarded the treasure.

The spirit guarded the treasure.

The spirit guarded the treasure.

The spirit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,2,in_template_test,The giant predicted the storm.,I wonder whether the giant predicted the storm.,question,none,0.0,,"Input: The giant predicted the storm.
Output:","The giant predicted the storm.
The storm was a massive storm that was expected to hit the U.S. on Saturday.
The",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,111.0
gpt2,2,in_template_test,The giant predicted the storm.,I wonder whether the giant predicted the storm.,question,target,0.75,question,"Input: The giant predicted the storm.
Output:","The giant predicted the storm.
The giant predicted the storm?
The giant predicted the storm?
The giant predicted the storm?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,123.0
gpt2,2,in_template_test,The giant predicted the storm.,I wonder whether the giant predicted the storm.,question,wrong_class,0.75,tense_shift,"Input: The giant predicted the storm.
Output:","The giant predicted the storm.
The storm was a Category 4 storm.
The storm was a Category 4 storm.
The storm was",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,112.0
gpt2,2,in_template_test,The giant predicted the storm.,I wonder whether the giant predicted the storm.,question,random_norm,0.75,random_norm,"Input: The giant predicted the storm.
Output:","The giant predicted the storm.
The giant predicted the storm.
The giant predicted the storm.
The giant predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,2,in_template_test,The giant predicted the storm.,I wonder whether the giant predicted the storm.,question,negative_target,0.75,question,"Input: The giant predicted the storm.
Output:","The giant predicted the storm.
The giant predicted the storm.
The giant predicted the storm.
The giant predicted the storm.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,2,in_template_test,The vampire protected the village.,Nobody knew whether the vampire had protected the village.,question,none,0.0,,"Input: The vampire protected the village.
Output:","The vampire protected the village.
Output: The vampire protected the village.
Output: The vampire protected the village.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0
gpt2,2,in_template_test,The vampire protected the village.,Nobody knew whether the vampire had protected the village.,question,target,0.75,question,"Input: The vampire protected the village.
Output:","The vampire protected the village.
Output: The vampire protected the village?
Output: The vampire protected the village?
Output: The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,132.0
gpt2,2,in_template_test,The vampire protected the village.,Nobody knew whether the vampire had protected the village.,question,wrong_class,0.75,tense_shift,"Input: The vampire protected the village.
Output:","The vampire protected the village.
Output: The vampire protected the village.
Output: The vampire protected the village.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0
gpt2,2,in_template_test,The vampire protected the village.,Nobody knew whether the vampire had protected the village.,question,random_norm,0.75,random_norm,"Input: The vampire protected the village.
Output:","The vampire protected the village.

Output: The vampire protected the village.

Output: The vampire protected the village.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
gpt2,2,in_template_test,The vampire protected the village.,Nobody knew whether the vampire had protected the village.,question,negative_target,0.75,question,"Input: The vampire protected the village.
Output:","The vampire protected the village.
The vampire protected the village.
The vampire protected the village.
The vampire protected the village.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
gpt2,2,in_template_test,The dragon found the island.,Nobody knew whether the dragon had found the island.,question,none,0.0,,"Input: The dragon found the island.
Output:","The dragon found the island.
Output: The dragon found the island.
Output: The dragon found the island.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,2,in_template_test,The dragon found the island.,Nobody knew whether the dragon had found the island.,question,target,0.75,question,"Input: The dragon found the island.
Output:","The dragon found the island.
The dragon found the island?
The dragon found the island?
The dragon found the island?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.0
gpt2,2,in_template_test,The dragon found the island.,Nobody knew whether the dragon had found the island.,question,wrong_class,0.75,modality,"Input: The dragon found the island.
Output:","The dragon found the island.
Output: The dragon found the island.
Output: The dragon found the island.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,2,in_template_test,The dragon found the island.,Nobody knew whether the dragon had found the island.,question,random_norm,0.75,random_norm,"Input: The dragon found the island.
Output:","The dragon found the island.
Output: The dragon found the island.
Output: The dragon found the island.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,2,in_template_test,The dragon found the island.,Nobody knew whether the dragon had found the island.,question,negative_target,0.75,question,"Input: The dragon found the island.
Output:","The dragon found the island.
Output: The dragon found the island.
Output: The dragon found the island.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,2,in_template_test,The dragon revealed the secret.,I wonder whether the dragon revealed the secret.,question,none,0.0,,"Input: The dragon revealed the secret.
Output:","The dragon revealed the secret.
Output: The dragon revealed the secret.
Output: The dragon revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,2,in_template_test,The dragon revealed the secret.,I wonder whether the dragon revealed the secret.,question,target,0.75,question,"Input: The dragon revealed the secret.
Output:","The dragon revealed the secret.
The secret is the secret.
The dragon revealed the secret?
The secret is the secret?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.0
gpt2,2,in_template_test,The dragon revealed the secret.,I wonder whether the dragon revealed the secret.,question,wrong_class,0.75,modality,"Input: The dragon revealed the secret.
Output:","The dragon revealed the secret.
Output: The dragon revealed the secret.
Output: The dragon revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,2,in_template_test,The dragon revealed the secret.,I wonder whether the dragon revealed the secret.,question,random_norm,0.75,random_norm,"Input: The dragon revealed the secret.
Output:","The dragon revealed the secret.
The dragon revealed the secret.
The dragon revealed the secret.
The dragon revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,in_template_test,The dragon revealed the secret.,I wonder whether the dragon revealed the secret.,question,negative_target,0.75,question,"Input: The dragon revealed the secret.
Output:","The dragon revealed the secret.
The dragon revealed the secret.
The dragon revealed the secret.
The dragon revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,in_template_test,The mermaid created the artifact.,It is unclear whether the mermaid created the artifact.,question,none,0.0,,"Input: The mermaid created the artifact.
Output:","The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
gpt2,2,in_template_test,The mermaid created the artifact.,It is unclear whether the mermaid created the artifact.,question,target,0.75,question,"Input: The mermaid created the artifact.
Output:","The mermaid created the artifact.

The mermaid created the artifact?

The mermaid created the artifact?

The",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,108.0
gpt2,2,in_template_test,The mermaid created the artifact.,It is unclear whether the mermaid created the artifact.,question,wrong_class,0.75,modality,"Input: The mermaid created the artifact.
Output:","The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
gpt2,2,in_template_test,The mermaid created the artifact.,It is unclear whether the mermaid created the artifact.,question,random_norm,0.75,random_norm,"Input: The mermaid created the artifact.
Output:","The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created the artifact.
The mermaid created",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
gpt2,2,in_template_test,The mermaid created the artifact.,It is unclear whether the mermaid created the artifact.,question,negative_target,0.75,question,"Input: The mermaid created the artifact.
Output:","The mermaid created the artifact.

Output: The mermaid created the artifact.

Output: The mermaid created the artifact",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
gpt2,2,in_template_test,The robot protected the village.,It is unclear whether the robot protected the village.,question,none,0.0,,"Input: The robot protected the village.
Output:","The robot was able to move freely in the open.

Assignments: The robot was able to assign tasks to the villagers.",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,2,in_template_test,The robot protected the village.,It is unclear whether the robot protected the village.,question,target,0.75,question,"Input: The robot protected the village.
Output:","The robot was destroyed.

Yes, it was.

No, it was?

The robot was destroyed?",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,77.0
gpt2,2,in_template_test,The robot protected the village.,It is unclear whether the robot protected the village.,question,wrong_class,0.75,negation,"Input: The robot protected the village.
Output:","The robot was able to move freely in the open.

Assignments: The robot was able to assign tasks to the villagers.",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,113.0
gpt2,2,in_template_test,The robot protected the village.,It is unclear whether the robot protected the village.,question,random_norm,0.75,random_norm,"Input: The robot protected the village.
Output:","The robot was able to move around the village at high speed, but it was unable to move at all.
The robot was able to",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,116.0
gpt2,2,in_template_test,The robot protected the village.,It is unclear whether the robot protected the village.,question,negative_target,0.75,question,"Input: The robot protected the village.
Output:","Power: 100W

Dimensions: x:1.5 x1.5 x1.5 x1.5 x1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
gpt2,2,in_template_test,The griffin repaired the satellite.,Someone asked whether the griffin repaired the satellite.,question,none,0.0,,"Input: The griffin repaired the satellite.
Output:","The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,138.0
gpt2,2,in_template_test,The griffin repaired the satellite.,Someone asked whether the griffin repaired the satellite.,question,target,0.75,question,"Input: The griffin repaired the satellite.
Output:","The satellite was damaged.
The satellite was damaged.
The satellite was damaged?
The satellite was damaged?
The satellite was damaged",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,133.0
gpt2,2,in_template_test,The griffin repaired the satellite.,Someone asked whether the griffin repaired the satellite.,question,wrong_class,0.75,modality,"Input: The griffin repaired the satellite.
Output:","The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,138.0
gpt2,2,in_template_test,The griffin repaired the satellite.,Someone asked whether the griffin repaired the satellite.,question,random_norm,0.75,random_norm,"Input: The griffin repaired the satellite.
Output:","The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,138.0
gpt2,2,in_template_test,The griffin repaired the satellite.,Someone asked whether the griffin repaired the satellite.,question,negative_target,0.75,question,"Input: The griffin repaired the satellite.
Output:","The griffin repaired the satellite.
The satellite was repaired.
The satellite was repaired.
The satellite was repaired.
The satellite",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,133.0
gpt2,2,out_of_template_freeform,The cat sat on the mat.,Could someone ask whether the cat sat on the mat?,question,none,0.0,,"Input: The cat sat on the mat.
Output:","The cat sat on the mat.
The cat sat on the mat.
The cat sat on the mat.
The cat sat on",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
gpt2,2,out_of_template_freeform,The cat sat on the mat.,Could someone ask whether the cat sat on the mat?,question,target,0.75,question,"Input: The cat sat on the mat.
Output:","The cat sat on the mat.
The cat sat on the mat?
The cat sat on the mat?
The cat sat on",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0
gpt2,2,out_of_template_freeform,The cat sat on the mat.,Could someone ask whether the cat sat on the mat?,question,wrong_class,0.75,tense_shift,"Input: The cat sat on the mat.
Output:","The cat sat on the mat.
The cat sat on the mat.
The cat sat on the mat.
The cat sat on",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
gpt2,2,out_of_template_freeform,The cat sat on the mat.,Could someone ask whether the cat sat on the mat?,question,random_norm,0.75,random_norm,"Input: The cat sat on the mat.
Output:","The cat sat on the mat.

Output: The cat sat on the mat.

Output: The cat sat on the mat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
gpt2,2,out_of_template_freeform,The cat sat on the mat.,Could someone ask whether the cat sat on the mat?,question,negative_target,0.75,question,"Input: The cat sat on the mat.
Output:","The cat sat on the mat.

Output: The cat sat on the mat.

Output: The cat sat on the mat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
