model,base_id,class,source,target,delta_norm
bert-base-uncased,173,negation,The doctor discovered the rule.,The doctor did not discover the rule.,4.480888843536377
bert-base-uncased,173,question,The doctor discovered the rule.,Did the doctor discover the rule?,4.969980716705322
bert-base-uncased,173,past_to_future,The doctor discovered the rule.,The doctor will discover the rule.,4.887707233428955
bert-base-uncased,173,certainty_to_uncertainty,The doctor discovered the rule.,The doctor may have discovered the rule.,5.1559882164001465
bert-base-uncased,173,active_to_passive,The doctor discovered the rule.,The rule was discovered by the doctor.,5.144943714141846
bert-base-uncased,173,formalization,The doctor discovered the rule.,It is true that the doctor discovered the rule.,4.710252285003662
bert-base-uncased,174,negation,The journalist tested the decision.,The journalist did not test the decision.,5.172989368438721
bert-base-uncased,174,question,The journalist tested the decision.,Did the journalist test the decision?,5.093905925750732
bert-base-uncased,174,past_to_future,The journalist tested the decision.,The journalist will test the decision.,4.5141425132751465
bert-base-uncased,174,certainty_to_uncertainty,The journalist tested the decision.,The journalist may have tested the decision.,4.6575927734375
bert-base-uncased,174,active_to_passive,The journalist tested the decision.,The decision was tested by the journalist.,5.178635120391846
bert-base-uncased,174,formalization,The journalist tested the decision.,It is true that the journalist tested the decision.,5.1361494064331055
bert-base-uncased,175,negation,The musician designed a complex machine.,The musician did not design a complex machine.,4.348160743713379
bert-base-uncased,175,question,The musician designed a complex machine.,Did the musician design a complex machine?,4.5488176345825195
bert-base-uncased,175,past_to_future,The musician designed a complex machine.,The musician will design a complex machine.,4.059342861175537
bert-base-uncased,175,certainty_to_uncertainty,The musician designed a complex machine.,The musician may have designed a complex machine.,5.17801570892334
bert-base-uncased,175,active_to_passive,The musician designed a complex machine.,A complex machine was designed by the musician.,3.5900657176971436
bert-base-uncased,175,formalization,The musician designed a complex machine.,It is true that the musician designed a complex machine.,5.040355682373047
bert-base-uncased,176,negation,The engineer helped the meal.,The engineer did not help the meal.,4.657582759857178
bert-base-uncased,176,question,The engineer helped the meal.,Did the engineer help the meal?,5.983896255493164
bert-base-uncased,176,past_to_future,The engineer helped the meal.,The engineer will help the meal.,5.421056270599365
bert-base-uncased,176,certainty_to_uncertainty,The engineer helped the meal.,The engineer may have helped the meal.,6.148431301116943
bert-base-uncased,176,active_to_passive,The engineer helped the meal.,The meal was helped by the engineer.,4.826664924621582
bert-base-uncased,176,formalization,The engineer helped the meal.,It is true that the engineer helped the meal.,6.156050682067871
bert-base-uncased,177,negation,The child defended the garden.,The child did not defend the garden.,4.047410011291504
bert-base-uncased,177,question,The child defended the garden.,Did the child defend the garden?,5.00947380065918
bert-base-uncased,177,past_to_future,The child defended the garden.,The child will defend the garden.,4.895285606384277
bert-base-uncased,177,certainty_to_uncertainty,The child defended the garden.,The child may have defended the garden.,5.863929748535156
bert-base-uncased,177,active_to_passive,The child defended the garden.,The garden was defended by the child.,4.253592014312744
bert-base-uncased,177,formalization,The child defended the garden.,It is true that the child defended the garden.,5.58127498626709
bert-base-uncased,178,negation,The designer analyzed the rule.,The designer did not analyze the rule.,4.218088150024414
bert-base-uncased,178,question,The designer analyzed the rule.,Did the designer analyze the rule?,4.906919002532959
bert-base-uncased,178,past_to_future,The designer analyzed the rule.,The designer will analyze the rule.,4.444590091705322
bert-base-uncased,178,certainty_to_uncertainty,The designer analyzed the rule.,The designer may have analyzed the rule.,5.223004341125488
bert-base-uncased,178,active_to_passive,The designer analyzed the rule.,The rule was analyzed by the designer.,4.269314765930176
bert-base-uncased,178,formalization,The designer analyzed the rule.,It is true that the designer analyzed the rule.,5.609548568725586
bert-base-uncased,179,negation,The writer designed the problem.,The writer did not design the problem.,5.253495216369629
bert-base-uncased,179,question,The writer designed the problem.,Did the writer design the problem?,4.852756977081299
bert-base-uncased,179,past_to_future,The writer designed the problem.,The writer will design the problem.,3.749145269393921
bert-base-uncased,179,certainty_to_uncertainty,The writer designed the problem.,The writer may have designed the problem.,5.459338665008545
bert-base-uncased,179,active_to_passive,The writer designed the problem.,The problem was designed by the writer.,4.657895565032959
bert-base-uncased,179,formalization,The writer designed the problem.,It is true that the writer designed the problem.,5.305320739746094
bert-base-uncased,180,negation,The teacher analyzed the family.,The teacher did not analyze the family.,4.083723068237305
bert-base-uncased,180,question,The teacher analyzed the family.,Did the teacher analyze the family?,4.873255729675293
bert-base-uncased,180,past_to_future,The teacher analyzed the family.,The teacher will analyze the family.,4.034631729125977
bert-base-uncased,180,certainty_to_uncertainty,The teacher analyzed the family.,The teacher may have analyzed the family.,5.666015148162842
bert-base-uncased,180,active_to_passive,The teacher analyzed the family.,The family was analyzed by the teacher.,4.822507858276367
bert-base-uncased,180,formalization,The teacher analyzed the family.,It is true that the teacher analyzed the family.,5.997220516204834
bert-base-uncased,181,negation,The chef explained the aircraft.,The chef did not explain the aircraft.,4.37479305267334
bert-base-uncased,181,question,The chef explained the aircraft.,Did the chef explain the aircraft?,5.366892337799072
bert-base-uncased,181,past_to_future,The chef explained the aircraft.,The chef will explain the aircraft.,4.248194694519043
bert-base-uncased,181,certainty_to_uncertainty,The chef explained the aircraft.,The chef may have explained the aircraft.,5.446774005889893
bert-base-uncased,181,active_to_passive,The chef explained the aircraft.,The aircraft was explained by the chef.,4.958156108856201
bert-base-uncased,181,formalization,The chef explained the aircraft.,It is true that the chef explained the aircraft.,5.642969131469727
bert-base-uncased,182,negation,The analyst controlled the event.,The analyst did not control the event.,4.918741703033447
bert-base-uncased,182,question,The analyst controlled the event.,Did the analyst control the event?,5.278423309326172
bert-base-uncased,182,past_to_future,The analyst controlled the event.,The analyst will control the event.,4.215001583099365
