model,early_layer,late_layer,gain,op_a_name,op_a_suffix,op_b_name,op_b_suffix,source_set,source,prompt_style,control,generated,a_marker_hit,b_marker_hit,both_markers_hit,any_marker_hit,content_preserved,a_and_preserved,b_and_preserved,both_and_preserved,generated_chars
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,same_sentence,a_plus_b_late,"The old manuscript was restored by a museum museum!
The old manuscript was restored by a museum museum!
The old manuscript was restored",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,135.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,same_sentence,a_then_b_layers,"The manuscript was restored by a museum team.

The manuscript was restored by a museum team?

The manuscript was restored by",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,124.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,same_sentence,b_then_a_layers,"The old manuscript was restored by a museum team.
The old manuscript was restored by a museum team?
The old manuscript was restored",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,131.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,same_sentence,random_sum_late,"The old manuscript was restored by a small museum team.
The old manuscript was restored by a small museum team.
The old manuscript",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",repeat_sentence,none,"If the pressure rises, the valve closes automatically.
The valve is closed automatically.
The pressure is increased.
The pressure is decreased",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,142.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",repeat_sentence,a_only_late,"The valve closes automatically.
The valve closes automatically?
The answer is yes.
The answer is no.
The answer is",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,114.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",repeat_sentence,b_only_late,"If the pressure rises, the valve closes automatically.
If the pressure rises, the valve closes automatically!
If the pressure rises,",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,132.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",repeat_sentence,a_plus_b_late,"The valve closes automatically.

The valve closes automatically?

The valve closes automatically?

The valve closes!",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,116.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",repeat_sentence,a_then_b_layers,"The valve closes automatically.

The valve closes automatically?

The valve closes automatically?

The valve closes!",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,116.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",repeat_sentence,b_then_a_layers,"The valve closes automatically.

The valve closes automatically?

The valve closes automatically?

The valve closes?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",repeat_sentence,random_sum_late,"The pressure rises, the pressure rises, the pressure rises, the pressure rises, the pressure, the pressure, the, the, the,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",copy_sentence,none,"If the pressure rises, the valve closes automatically.
If the pressure rises, the valve closes automatically.
If the pressure rises,",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",copy_sentence,a_only_late,"The valve closes automatically.
The pressure rises.
The pressure rises?
The valve closes automatically?
The pressure rises?",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,123.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",copy_sentence,b_only_late,"If the pressure rises, the valve closes automatically.
If the pressure rises, the valve closes automatically!
If the pressure rises,",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,132.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",copy_sentence,a_plus_b_late,"If the valve closes automatically.

If the valve is not a part of the valve?

If the valve is not",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",copy_sentence,a_then_b_layers,"If the pressure rises, the valve closes automatically.

The valve is not the valve you are looking for.

The",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",copy_sentence,b_then_a_layers,"If the pressure rises, the valve closes automatically.

The valve is not the valve?

The valve is the valve",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,107.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",copy_sentence,random_sum_late,"Copy:

Copy:

Copy:

Copy:

Copy:

Copy:

Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",same_sentence,none,"If the pressure rises, the valve closes automatically.
Same: If the pressure rises, the valve closes automatically.
Same: If the",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",same_sentence,a_only_late,"The valve closes automatically.
The pressure rises.
The pressure rises?
The answer is:
The valve closes automatically.",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,118.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",same_sentence,b_only_late,"If the pressure rises, the valve closes automatically.
The valve is closed automatically.
The valve is closed!
The valve is closed",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",same_sentence,a_plus_b_late,"If the valve closes automatically.

If the valve is not a part of the valve?

If the valve is not",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",same_sentence,a_then_b_layers,"If the pressure rises, the valve closes automatically.

The valve is not a valve!

The valve is a valve",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,103.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",same_sentence,b_then_a_layers,"If the pressure rises, the valve closes automatically.

The valve is not closed?

The valve is not closed?",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,106.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"If the pressure rises, the valve closes automatically.",same_sentence,random_sum_late,"If the pressure rises, the valve closes automatically.
The pressure rises, the pressure closes.
The pressure is a component of the pressure",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,139.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,repeat_sentence,none,"03:15.
The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:15.
The telescope captured",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,repeat_sentence,a_only_late,"The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:15?
The telescope captured Jupiter at 03:",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,repeat_sentence,b_only_late,"The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:15!
The telescope captured Jupiter at 03:",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,repeat_sentence,a_plus_b_late,"The telescope was not able to see the Jupiter at 03:

The telescope is not able to see the Jupiter at 03:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,repeat_sentence,a_then_b_layers,"The telescope was not able to see the Jupiter at 03:

The telescope was not able to see the Jupiter at 03:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,repeat_sentence,b_then_a_layers,"The telescope was not able to see the Jupiter at 03:

The telescope was not able to see the Jupiter at 03:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,repeat_sentence,random_sum_late,"The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:30",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,121.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,copy_sentence,none,"The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,copy_sentence,a_only_late,"The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:15?
The telescope captured Jupiter at 03:",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,copy_sentence,b_only_late,"The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:15!
The telescope captured Jupiter at 03:",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,copy_sentence,a_plus_b_late,"The telescope was a little too late.

The telescope was a little too!

The telescope was a little too!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,102.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,copy_sentence,a_then_b_layers,"The telescope was a little too late.

The telescope was a little too late?

The telescope was a little too",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,copy_sentence,b_then_a_layers,"The telescope was a little too late.

The telescope was a little too late?

The telescope was a little too",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,copy_sentence,random_sum_late,"Copy this sentence:

The telescope captured Jupiter at 03:15.

The telescope captured Jupiter at 03:15.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,same_sentence,none,"The telescope captured Jupiter at 03:15.
Same:
The telescope captured Jupiter at 03:15.
Same:
The",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,same_sentence,a_only_late,"The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:15?
The answer is:
The answer",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,107.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,same_sentence,b_only_late,"The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:15!
The telescope captured Jupiter at 03:",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,same_sentence,a_plus_b_late,"The telescope was not able to see the Jupiter at 03:
The telescope is not able to see the Jupiter at 03:
The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,same_sentence,a_then_b_layers,"The telescope captured Jupiter at 03:

The telescope captured Jupiter at 03:

The telescope captured Jupiter at 03:",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,same_sentence,b_then_a_layers,"The image was taken by the Hubble Space Telescope.

The image was taken by the Hubble Space Telescope?

The image was",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The telescope captured Jupiter at 03:15.,same_sentence,random_sum_late,"The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:15.
The telescope captured Jupiter at 03:",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before Anna left Berlin, she archived the recordings.",repeat_sentence,none,"""I'm not going to be able to do that.""
""I'm not going to be able to do that.""
""I",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before Anna left Berlin, she archived the recordings.",repeat_sentence,a_only_late,"After the Berlin Wall fell, she kept the recordings.
The recordings were kept in the archives.
The recordings were kept in the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before Anna left Berlin, she archived the recordings.",repeat_sentence,b_only_late,"After Anna left Berlin, she archived the recordings.
The only thing that was missing was the original recording of the song ""The Girl",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before Anna left Berlin, she archived the recordings.",repeat_sentence,a_plus_b_late,"The only thing she could do was to ask her to ask her to ask her to ask her to?

The only thing",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before Anna left Berlin, she archived the recordings.",repeat_sentence,a_then_b_layers,"The only thing she could do was to use the ""I"" command to the ""I"" command to the ""I"" command",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before Anna left Berlin, she archived the recordings.",repeat_sentence,b_then_a_layers,"The recordings were not available.

The recordings were not available?

The recordings were not available?

The recordings",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before Anna left Berlin, she archived the recordings.",repeat_sentence,random_sum_late,"The first time she's been on the news.

The first time she's been on the news.

The first",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before Anna left Berlin, she archived the recordings.",copy_sentence,none,"The recordings were made in the early morning hours of April 24, 1945.
The recordings were made in the early morning hours of April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Before Anna left Berlin, she archived the recordings.",copy_sentence,a_only_late,"The recordings were not available to the public.
The recordings were not available to the public?
The recordings were not available to the",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,138.0
