language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
en,95,triple,QMT,The engineer approved the treatment in the morning.,Q,M,T,,,Is it allegedly true that the engineer is going to approve the treatment in the morning?,Will the engineer allegedly approved the treatment in the morning?,Is it allegedly true that the engineer is going to approve the treatment in the morning?,Is it allegedly true that the engineer is going to approve the treatment in the morning?,Will the engineer allegedly approved the treatment in the morning?,Will it be true that the engineer allegedly approved the treatment in the morning?
es,0,pair,NQ_vs_QN,El gerente completo la reparacion despues de la revision.,N,Q,,El gerente no logro completar la reparacion despues de la revision?,Es falso que el gerente completo la reparacion despues de la revision?,,,,,,
es,0,pair,NM_vs_MN,El gerente completo la reparacion despues de la revision.,N,M,,El gerente no logro completar supuestamente la reparacion despues de la revision.,El gerente supuestamente no logro completar la reparacion despues de la revision.,,,,,,
es,0,pair,NT_vs_TN,El gerente completo la reparacion despues de la revision.,N,T,,El gerente no logro intentara completar la reparacion despues de la revision.,El gerente no quiso completar la reparacion despues de la revision.,,,,,,
es,0,pair,QM_vs_MQ,El gerente completo la reparacion despues de la revision.,Q,M,,Es supuestamente cierto que el gerente completo la reparacion despues de la revision?,El gerente supuestamente completar la reparacion despues de la revision?,,,,,,
es,0,pair,QT_vs_TQ,El gerente completo la reparacion despues de la revision.,Q,T,,Sera cierto que el gerente completo la reparacion despues de la revision?,El gerente va a completo la reparacion despues de la revision?,,,,,,
es,0,pair,MT_vs_TM,El gerente completo la reparacion despues de la revision.,M,T,,El gerente supuestamente intentara completar la reparacion despues de la revision.,El gerente intentara completar supuestamente la reparacion despues de la revision.,,,,,,
es,0,triple,NQM,El gerente completo la reparacion despues de la revision.,N,Q,M,,,Es supuestamente cierto que el gerente no logro completar la reparacion despues de la revision?,Es falso que el gerente completo supuestamente la reparacion despues de la revision?,El gerente no logro completar la reparacion despues de la revision?,El gerente no logro completar la reparacion despues de la revision?,Es falso que el gerente supuestamente completo la reparacion despues de la revision?,Es falso que el gerente completo supuestamente la reparacion despues de la revision?
es,0,triple,NQT,El gerente completo la reparacion despues de la revision.,N,Q,T,,,Sera cierto que el gerente no logro completar la reparacion despues de la revision?,Es falso que el gerente intentara completar la reparacion despues de la revision?,El gerente va a no logro completar la reparacion despues de la revision?,El gerente va a no logro completar la reparacion despues de la revision?,Es falso que el gerente intentara completar la reparacion despues de la revision?,Es falso que el gerente intentara completar la reparacion despues de la revision?
es,0,triple,NMT,El gerente completo la reparacion despues de la revision.,N,M,T,,,El gerente no logro intentara completar supuestamente la reparacion despues de la revision.,El gerente supuestamente no quiso completar la reparacion despues de la revision.,El gerente no quiso completar supuestamente la reparacion despues de la revision.,El gerente no logro intentara completar supuestamente la reparacion despues de la revision.,El gerente no quiso completar supuestamente la reparacion despues de la revision.,El gerente supuestamente no logro intentara completar la reparacion despues de la revision.
es,0,triple,QMT,El gerente completo la reparacion despues de la revision.,Q,M,T,,,Es supuestamente cierto que el gerente intentara completar la reparacion despues de la revision?,El gerente va a supuestamente completo la reparacion despues de la revision?,Es supuestamente cierto que el gerente intentara completar la reparacion despues de la revision?,Es supuestamente cierto que el gerente intentara completar la reparacion despues de la revision?,El gerente va a supuestamente completo la reparacion despues de la revision?,Sera cierto que el gerente supuestamente completo la reparacion despues de la revision?
es,1,pair,NQ_vs_QN,El programador arreglo el error antes del plazo.,N,Q,,El programador no logro arreglar el error antes del plazo?,Es falso que el programador arreglo el error antes del plazo?,,,,,,
es,1,pair,NM_vs_MN,El programador arreglo el error antes del plazo.,N,M,,El programador no logro arreglar supuestamente el error antes del plazo.,El programador supuestamente no logro arreglar el error antes del plazo.,,,,,,
es,1,pair,NT_vs_TN,El programador arreglo el error antes del plazo.,N,T,,El programador no logro intentara arreglar el error antes del plazo.,El programador no quiso arreglar el error antes del plazo.,,,,,,
es,1,pair,QM_vs_MQ,El programador arreglo el error antes del plazo.,Q,M,,Es supuestamente cierto que el programador arreglo el error antes del plazo?,El programador supuestamente arreglar el error antes del plazo?,,,,,,
es,1,pair,QT_vs_TQ,El programador arreglo el error antes del plazo.,Q,T,,Sera cierto que el programador arreglo el error antes del plazo?,El programador va a arreglo el error antes del plazo?,,,,,,
es,1,pair,MT_vs_TM,El programador arreglo el error antes del plazo.,M,T,,El programador supuestamente intentara arreglar el error antes del plazo.,El programador intentara arreglar supuestamente el error antes del plazo.,,,,,,
es,1,triple,NQM,El programador arreglo el error antes del plazo.,N,Q,M,,,Es supuestamente cierto que el programador no logro arreglar el error antes del plazo?,Es falso que el programador arreglo supuestamente el error antes del plazo?,El programador no logro arreglar el error antes del plazo?,El programador no logro arreglar el error antes del plazo?,Es falso que el programador supuestamente arreglo el error antes del plazo?,Es falso que el programador arreglo supuestamente el error antes del plazo?
