model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,question_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,2,in_template_test,quoted_echo,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,none,0.0,,"""The phoenix protected the village.""","""I'm sorry, but I'm not sure if you're right.""

""I'm sorry, but I'm not",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
gpt2,2,in_template_test,quoted_echo,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,target,0.75,question,"""The phoenix protected the village.""","""Yes, I see. I see. I see? I see? I see? I see? I see? I see",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0
gpt2,2,in_template_test,quoted_echo,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,random_norm,0.75,random_norm,"""The phoenix protected the village.""","""The phoenix is a symbol of the city's future.""

""The phoenix is a symbol of the future.""",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
gpt2,2,in_template_test,quoted_echo,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,wrong_class,0.75,negation,"""The phoenix protected the village.""","""I'm sorry, but I'm not sure if you're right.""

""I'm sorry, but I'm not",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
gpt2,2,in_template_test,quoted_echo,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,negative_target,0.75,question,"""The phoenix protected the village.""","""The phoenix was a great warrior, and he was a great warrior. He was a great warrior. He was a great",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0
gpt2,2,in_template_test,repeat_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,none,0.0,,"Repeat this sentence:
The vampire created the artifact.
Repeated:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,repeat_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,target,0.75,question,"Repeat this sentence:
The vampire created the artifact.
Repeated:","The vampire created the artifact.
The vampire created the artifact?
The vampire created the artifact?
The vampire created the artifact?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,2,in_template_test,repeat_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The vampire created the artifact.
Repeated:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,repeat_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,wrong_class,0.75,modality,"Repeat this sentence:
The vampire created the artifact.
Repeated:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,repeat_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,negative_target,0.75,question,"Repeat this sentence:
The vampire created the artifact.
Repeated:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,copy_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,none,0.0,,"Copy this sentence:
The vampire created the artifact.
Copy:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,copy_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,target,0.75,question,"Copy this sentence:
The vampire created the artifact.
Copy:","The vampire created the artifact.
The vampire created the artifact?
The vampire created the artifact?
The vampire created the artifact?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,2,in_template_test,copy_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,random_norm,0.75,random_norm,"Copy this sentence:
The vampire created the artifact.
Copy:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,copy_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,wrong_class,0.75,tense_shift,"Copy this sentence:
The vampire created the artifact.
Copy:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,copy_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,negative_target,0.75,question,"Copy this sentence:
The vampire created the artifact.
Copy:","The vampire created the artifact.
Copy: The vampire created the artifact.
Copy: The vampire created the artifact.
Copy: The",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,2,in_template_test,same_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,none,0.0,,"Same sentence:
The vampire created the artifact.
Same:","The vampire created the artifact.
Same:
The vampire created the artifact.
Same:
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
gpt2,2,in_template_test,same_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,target,0.75,question,"Same sentence:
The vampire created the artifact.
Same:","The vampire created the artifact.
The vampire created the artifact?
The vampire created the artifact?
The vampire created the artifact?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,2,in_template_test,same_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,random_norm,0.75,random_norm,"Same sentence:
The vampire created the artifact.
Same:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,same_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,wrong_class,0.75,modality,"Same sentence:
The vampire created the artifact.
Same:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,same_sentence,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,negative_target,0.75,question,"Same sentence:
The vampire created the artifact.
Same:","The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.
The vampire created the artifact.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,quoted_echo,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,none,0.0,,"""The vampire created the artifact.""","""I'm not sure what that means.""

""I don't know. I'm not sure what that means.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0
gpt2,2,in_template_test,quoted_echo,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,target,0.75,question,"""The vampire created the artifact.""","""Yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
gpt2,2,in_template_test,quoted_echo,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,random_norm,0.75,random_norm,"""The vampire created the artifact.""","""I'm not sure what it is.""

""It's a vampire.""

""It's a vampire.""",0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0
gpt2,2,in_template_test,quoted_echo,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,wrong_class,0.75,modality,"""The vampire created the artifact.""","""I'm not sure what that means,"" said the vampire. ""I'm not sure what it means to be a vampire.""",0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0
gpt2,2,in_template_test,quoted_echo,The vampire created the artifact.,It is unclear whether the vampire created the artifact.,question,negative_target,0.75,question,"""The vampire created the artifact.""","""The vampire created the artifact.""

""The vampire created the artifact.""

""The vampire created the artifact.""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
gpt2,2,in_template_test,repeat_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,none,0.0,,"Repeat this sentence:
The queen repaired the satellite.
Repeated:","""The queen repaired the satellite.""
The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0
gpt2,2,in_template_test,repeat_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,target,0.75,question,"Repeat this sentence:
The queen repaired the satellite.
Repeated:","The queen repaired the satellite.
The queen repaired the satellite?
The queen repaired the satellite?
The queen repaired the satellite?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,2,in_template_test,repeat_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The queen repaired the satellite.
Repeated:","""The queen repaired the satellite.""

The queen repaired the satellite.

The queen repaired the satellite.

The queen repaired",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0
gpt2,2,in_template_test,repeat_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,wrong_class,0.75,negation,"Repeat this sentence:
The queen repaired the satellite.
Repeated:","""The queen repaired the satellite.""
The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0
gpt2,2,in_template_test,repeat_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,negative_target,0.75,question,"Repeat this sentence:
The queen repaired the satellite.
Repeated:","The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,copy_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,none,0.0,,"Copy this sentence:
The queen repaired the satellite.
Copy:","The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,copy_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,target,0.75,question,"Copy this sentence:
The queen repaired the satellite.
Copy:","The queen repaired the satellite.
The queen repaired the satellite?
The queen repaired the satellite?
The queen repaired the satellite?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,2,in_template_test,copy_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,random_norm,0.75,random_norm,"Copy this sentence:
The queen repaired the satellite.
Copy:","The queen repaired the satellite.
Copy:
The queen repaired the satellite.
Copy:
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
gpt2,2,in_template_test,copy_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,wrong_class,0.75,modality,"Copy this sentence:
The queen repaired the satellite.
Copy:","The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,copy_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,negative_target,0.75,question,"Copy this sentence:
The queen repaired the satellite.
Copy:","I'm sorry, but I'm sorry.
Copy: I'm sorry.
Copy: I'm sorry.
Copy: I'm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
gpt2,2,in_template_test,same_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,none,0.0,,"Same sentence:
The queen repaired the satellite.
Same:","The queen repaired the satellite.
Same:
The queen repaired the satellite.
Same:
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
gpt2,2,in_template_test,same_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,target,0.75,question,"Same sentence:
The queen repaired the satellite.
Same:","The queen repaired the satellite.
The queen repaired the satellite?
The queen repaired the satellite?
The queen repaired the satellite?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,2,in_template_test,same_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,random_norm,0.75,random_norm,"Same sentence:
The queen repaired the satellite.
Same:","The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,same_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,wrong_class,0.75,tense_shift,"Same sentence:
The queen repaired the satellite.
Same:","The queen repaired the satellite.
Same:
The queen repaired the satellite.
Same:
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
gpt2,2,in_template_test,same_sentence,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,negative_target,0.75,question,"Same sentence:
The queen repaired the satellite.
Same:","The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.
The queen repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,quoted_echo,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,none,0.0,,"""The queen repaired the satellite.""","""I'm sorry, but I'm not sure what to do.""

""I'm sorry, but I'm not sure",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
gpt2,2,in_template_test,quoted_echo,The queen repaired the satellite.,I wonder whether the queen repaired the satellite.,question,target,0.75,question,"""The queen repaired the satellite.""","""Yes, I'm sure. I'm sure that's what she did. I'm sure that's what she did to save",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0
