split,base_id,syntax_family,class,source,target,source_idx,target_idx
train,train_57,simple_svo,negation,The student prepared the rule.,The student never prepared the rule.,113,1555
train,train_57,simple_svo,question,The student prepared the rule.,Could the student have prepared the rule?,113,1556
train,train_57,simple_svo,future,The student prepared the rule.,The student will prepare the rule.,113,1557
train,train_57,simple_svo,uncertainty,The student prepared the rule.,The student may have prepared the rule.,113,1558
train,train_57,simple_svo,passive,The student prepared the rule.,The rule had been prepared by the student.,113,1559
train,train_57,simple_svo,formalization,The student prepared the rule.,It is true that the student prepared the rule.,113,1560
train,train_57,with_context,negation,The student prepared the rule before the deadline.,The student did not prepare the rule before the deadline.,114,1561
train,train_57,with_context,question,The student prepared the rule before the deadline.,Did the student prepare the rule before the deadline?,114,1562
train,train_57,with_context,future,The student prepared the rule before the deadline.,The student will prepare the rule before the deadline.,114,1563
train,train_57,with_context,uncertainty,The student prepared the rule before the deadline.,The student may have prepared the rule before the deadline.,114,1564
train,train_57,with_context,passive,The student prepared the rule before the deadline.,The rule was prepared by the student before the deadline.,114,1565
train,train_57,with_context,formalization,The student prepared the rule before the deadline.,It is true that the student prepared the rule before the deadline.,114,1566
train,train_58,simple_svo,negation,The teacher designed the patient.,The teacher did not design the patient.,115,1567
train,train_58,simple_svo,question,The teacher designed the patient.,Could the teacher have designed the patient?,115,1568
train,train_58,simple_svo,future,The teacher designed the patient.,The teacher is going to design the patient.,115,1569
train,train_58,simple_svo,uncertainty,The teacher designed the patient.,The teacher may have designed the patient.,115,1570
train,train_58,simple_svo,passive,The teacher designed the patient.,The patient had been designed by the teacher.,115,1571
train,train_58,simple_svo,formalization,The teacher designed the patient.,The fact is that the teacher designed the patient.,115,1572
train,train_58,with_context,negation,The teacher designed the patient at the school.,The teacher never designed the patient at the school.,116,1573
train,train_58,with_context,question,The teacher designed the patient at the school.,Did the teacher design the patient at the school?,116,1574
train,train_58,with_context,future,The teacher designed the patient at the school.,The teacher is going to design the patient at the school.,116,1575
train,train_58,with_context,uncertainty,The teacher designed the patient at the school.,The teacher might have designed the patient at the school.,116,1576
train,train_58,with_context,passive,The teacher designed the patient at the school.,The patient was designed by the teacher at the school.,116,1577
train,train_58,with_context,formalization,The teacher designed the patient at the school.,The fact is that the teacher designed the patient at the school.,116,1578
train,train_59,simple_svo,negation,The programmer reported a short story.,The programmer never reported a short story.,117,1579
train,train_59,simple_svo,question,The programmer reported a short story.,Could the programmer have reported a short story?,117,1580
train,train_59,simple_svo,future,The programmer reported a short story.,The programmer will report a short story.,117,1581
train,train_59,simple_svo,uncertainty,The programmer reported a short story.,The programmer might have reported a short story.,117,1582
train,train_59,simple_svo,passive,The programmer reported a short story.,A short story had been reported by the programmer.,117,1583
